Date;Close
14.03.2017;90.9000015258789
15.03.2017;91.5100021362305
16.03.2017;90.1999969482422
17.03.2017;89.5899963378906
20.03.2017;89.1600036621094
21.03.2017;88.4100036621094
22.03.2017;88.7399978637695
23.03.2017;88.6100006103516
24.03.2017;89.3499984741211
27.03.2017;89.0199966430664
28.03.2017;89.7399978637695
29.03.2017;89.7799987792969
30.03.2017;90.2600021362305
31.03.2017;89.5199966430664
03.04.2017;89.1100006103516
04.04.2017;89.2799987792969
05.04.2017;88.4000015258789
06.04.2017;88.5599975585938
07.04.2017;88.7300033569336
10.04.2017;88.7399978637695
11.04.2017;89.6800003051758
12.04.2017;89.9499969482422
13.04.2017;89.0199966430664
17.04.2017;89.2099990844727
18.04.2017;89.1999969482422
19.04.2017;89.6500015258789
20.04.2017;91.2099990844727
21.04.2017;91.9400024414062
24.04.2017;92.8099975585938
25.04.2017;92.9899978637695
26.04.2017;93.5
27.04.2017;94.2399978637695
28.04.2017;94.8199996948242
01.05.2017;94.7900009155273
02.05.2017;94.25
03.05.2017;94.1100006103516
04.05.2017;94.7600021362305
05.05.2017;95.7399978637695
08.05.2017;95.7300033569336
09.05.2017;96.0100021362305
10.05.2017;108.160003662109
11.05.2017;108.580001831055
12.05.2017;109.089996337891
15.05.2017;110.900001525879
16.05.2017;111.76000213623
17.05.2017;105.23999786377
18.05.2017;106.930000305176
19.05.2017;107.639999389648
22.05.2017;108.389999389648
23.05.2017;109.01000213623
24.05.2017;112.309997558594
25.05.2017;113.830001831055
26.05.2017;112.129997253418
30.05.2017;112.849998474121
31.05.2017;113.330001831055
01.06.2017;113.870002746582
02.06.2017;114.519996643066
05.06.2017;114.690002441406
06.06.2017;113.690002441406
07.06.2017;115.370002746582
08.06.2017;114.290000915527
09.06.2017;110.459999084473
12.06.2017;108.900001525879
13.06.2017;109.980003356934
14.06.2017;110.019996643066
15.06.2017;110.529998779297
16.06.2017;110.51000213623
19.06.2017;113.650001525879
20.06.2017;113.470001220703
21.06.2017;113.169998168945
22.06.2017;112.620002746582
23.06.2017;110.870002746582
26.06.2017;111.860000610352
27.06.2017;108.319999694824
28.06.2017;108.809997558594
29.06.2017;106.680000305176
30.06.2017;105.720001220703
03.07.2017;105.419998168945
05.07.2017;106.76000213623
06.07.2017;105.75
07.07.2017;107.449996948242
10.07.2017;107.839996337891
11.07.2017;108.419998168945
12.07.2017;110.680000305176
13.07.2017;108.980003356934
14.07.2017;108.98999786377
17.07.2017;109.440002441406
18.07.2017;110.279998779297
19.07.2017;111.580001831055
20.07.2017;111.970001220703
21.07.2017;112.220001220703
24.07.2017;113.75
25.07.2017;113.660003662109
26.07.2017;118
27.07.2017;117.599998474121
28.07.2017;118.25
31.07.2017;116.73999786377
01.08.2017;116.919998168945
02.08.2017;116.830001831055
03.08.2017;118.849998474121
04.08.2017;117.220001220703
07.08.2017;116.959999084473
08.08.2017;116.5
09.08.2017;116.110000610352
10.08.2017;113.98999786377
11.08.2017;115.449996948242
14.08.2017;117.110000610352
15.08.2017;117.430000305176
16.08.2017;119.25
17.08.2017;116.470001220703
18.08.2017;116.879997253418
21.08.2017;116.839996337891
22.08.2017;119.029998779297
23.08.2017;118.180000305176
24.08.2017;117.819999694824
25.08.2017;116.930000305176
28.08.2017;118.730003356934
29.08.2017;119.230003356934
30.08.2017;121.970001220703
31.08.2017;121.5
01.09.2017;119.309997558594
05.09.2017;118.209999084473
06.09.2017;117
07.09.2017;118.930000305176
08.09.2017;118.279998779297
11.09.2017;121.190002441406
12.09.2017;120.410003662109
13.09.2017;119.599998474121
14.09.2017;119.190002441406
15.09.2017;119.419998168945
18.09.2017;119.959999084473
19.09.2017;120.209999084473
20.09.2017;120.339996337891
21.09.2017;118.019996643066
22.09.2017;118.5
25.09.2017;114.199996948242
26.09.2017;113.919998168945
27.09.2017;115.970001220703
28.09.2017;116.610000610352
29.09.2017;118.059997558594
02.10.2017;117.949996948242
03.10.2017;117.959999084473
04.10.2017;118.559997558594
05.10.2017;119.519996643066
06.10.2017;120.089996337891
09.10.2017;118.620002746582
10.10.2017;117.819999694824
11.10.2017;116.050003051758
12.10.2017;117.139999389648
13.10.2017;118.620002746582
16.10.2017;117.480003356934
17.10.2017;115.980003356934
18.10.2017;113.160003662109
19.10.2017;113.069999694824
20.10.2017;113.620002746582
23.10.2017;113.660003662109
24.10.2017;113.389999389648
25.10.2017;114.559997558594
26.10.2017;115.830001831055
27.10.2017;116.889999389648
30.10.2017;117.580001831055
31.10.2017;119.599998474121
01.11.2017;114.470001220703
