"Date" "WIG20" "DAX" "DJI" "ACWI"
"1577" "2014-05-06" 2389.3 9467.53 16401.02 53.484
"1578" "2014-05-07" 2389.43 9521.3 16518.54 53.691
"1579" "2014-05-08" 2403.89 9607.4 16550.97 53.656
"1580" "2014-05-09" 2387.81 9581.45 16586.01 53.711
"1581" "2014-05-12" 2412.71 9702.46 16695.47 54.159
"1582" "2014-05-13" 2413.23 9754.43 16715.44 54.232
"1583" "2014-05-14" 2421.49 9754.39 16613.97 54.103
"1584" "2014-05-15" 2395.56 9656.05 16446.81 53.764
"1585" "2014-05-16" 2392.89 9629.1 16484.09 53.975
"1586" "2014-05-19" 2400.11 9659.39 16511.86 54.039
"1587" "2014-05-20" 2410.16 9639.08 16374.31 53.628
"1588" "2014-05-21" 2415.23 9697.87 16533.06 54.068
"1589" "2014-05-22" 2464.43 9720.91 16543.08 54.213
"1590" "2014-05-23" 2465.52 9768.01 16606.27 54.387
"1592" "2014-05-27" 2464.15 9940.82 16675.5 54.662
"1593" "2014-05-28" 2448.33 9939.17 16633.18 54.561
"1594" "2014-05-29" 2465.3 9938.9 16698.74 54.863
"1595" "2014-05-30" 2429.51 9943.27 16705.45 54.863
"1596" "2014-06-02" 2440.24 9950.12 16743.63 54.954
"1597" "2014-06-03" 2446.42 9919.74 16722.34 55.082
"1598" "2014-06-04" 2462.12 9926.67 16737.53 54.973
"1599" "2014-06-05" 2480.85 9947.83 16836.11 55.33
"1600" "2014-06-06" 2498.7 9987.19 16908.13 55.622
"1601" "2014-06-09" 2480.62 10008.63 16943.1 55.659
"1602" "2014-06-10" 2499.32 10028.8 16945.92 55.694
"1603" "2014-06-11" 2487.51 9949.81 16843.88 55.402
"1604" "2014-06-12" 2476.39 9938.7 16734.19 55.201
"1605" "2014-06-13" 2471.82 9912.87 16738.72 55.33
"1606" "2014-06-16" 2447.01 9883.98 16781.01 55.31
"1607" "2014-06-17" 2464.39 9920.32 16808.49 55.346
"1608" "2014-06-18" 2462.36 9930.33 16906.62 55.804
"1610" "2014-06-20" 2462.13 9987.24 16947.08 55.95
"1611" "2014-06-23" 2475.89 9920.92 16937.26 55.904
"1612" "2014-06-24" 2459.77 9938.08 16818.13 55.522
"1613" "2014-06-25" 2421.1 9867.75 16867.51 55.657
"1614" "2014-06-26" 2402.82 9804.9 16846.13 55.711
"1615" "2014-06-27" 2399.63 9815.17 16843.21 55.823
"1616" "2014-06-30" 2408.81 9833.07 16826.6 55.861
"1617" "2014-07-01" 2404.83 9902.41 16956.07 56.288
"1618" "2014-07-02" 2381.06 9911.27 16976.24 56.399
"1619" "2014-07-03" 2375.52 10029.43 17068.26 56.676
"1621" "2014-07-07" 2378.88 9906.07 17024.21 56.418
"1622" "2014-07-08" 2360.91 9772.67 16906.62 55.953
"1623" "2014-07-09" 2343.39 9808.2 16985.61 56.186
"1624" "2014-07-10" 2341.18 9659.13 16915.07 55.804
"1625" "2014-07-11" 2372.05 9666.34 16943.31 55.833
"1626" "2014-07-14" 2380.36 9783.01 17055.42 56.166
"1627" "2014-07-15" 2388.34 9719.41 17060.68 56.046
"1628" "2014-07-16" 2397 9859.27 17138.2 56.343
"1629" "2014-07-17" 2403.13 9753.88 16976.81 55.629
"1630" "2014-07-18" 2393.95 9720.02 17089.17 56.186
"1631" "2014-07-21" 2390.31 9612.05 17051.73 56.046
"1632" "2014-07-22" 2411.61 9734.33 17113.54 56.314
"1633" "2014-07-23" 2402.93 9753.56 17086.63 56.443
"1634" "2014-07-24" 2409.2 9794.06 17083.8 56.472
"1635" "2014-07-25" 2406.32 9644.01 16947.31 56.231
"1636" "2014-07-28" 2399.93 9598.17 16982.59 56.314
"1637" "2014-07-29" 2390.99 9653.63 16912.11 56.066
"1638" "2014-07-30" 2346.51 9593.68 16880.36 56.092
"1639" "2014-07-31" 2320.85 9407.48 16563.3 55.054
"1640" "2014-08-01" 2341.91 9210.08 16511.58 54.823
"1641" "2014-08-04" 2361.56 9154.14 16569.28 55.212
"1642" "2014-08-05" 2369.33 9189.74 16429.47 54.563
"1643" "2014-08-06" 2362.27 9130.04 16443.34 54.516
"1644" "2014-08-07" 2332.73 9038.97 16368.27 54.155
"1645" "2014-08-08" 2315.65 9009.32 16553.93 54.684
"1646" "2014-08-11" 2351.98 9180.74 16569.98 54.879
"1647" "2014-08-12" 2349.48 9069.47 16560.54 54.859
"1648" "2014-08-13" 2381.74 9198.88 16651.8 55.174
"1649" "2014-08-14" 2415.76 9225.1 16713.58 55.435
"1651" "2014-08-18" 2448.73 9245.33 16838.74 55.843
"1652" "2014-08-19" 2447.99 9334.28 16919.59 56.066
"1653" "2014-08-20" 2451.06 9314.57 16979.13 56.083
"1654" "2014-08-21" 2449.87 9401.53 17039.49 56.231
"1655" "2014-08-22" 2439.03 9339.17 17001.22 56.036
"1656" "2014-08-25" 2449.8 9510.14 17076.87 56.38
"1657" "2014-08-26" 2468.76 9588.15 17106.7 56.443
"1658" "2014-08-27" 2467.29 9569.71 17122.01 56.537
"1659" "2014-08-28" 2421.4 9462.56 17079.57 56.37
"1660" "2014-08-29" 2416.97 9470.17 17098.45 56.472
"1662" "2014-09-02" 2463.1 9507.02 17067.56 56.435
"1663" "2014-09-03" 2513.96 9626.49 17078.28 56.63
"1664" "2014-09-04" 2538.15 9724.26 17069.58 56.443
"1665" "2014-09-05" 2541.42 9747.02 17124.71 56.686
"1666" "2014-09-08" 2551.47 9758.03 17111.42 56.288
"1667" "2014-09-09" 2542.88 9710.7 17013.87 55.99
"1668" "2014-09-10" 2536.44 9700.17 17068.71 56.166
"1669" "2014-09-11" 2501.58 9691.28 17049 55.99
"1670" "2014-09-12" 2497.38 9651.13 16987.51 55.711
"1671" "2014-09-15" 2489.77 9659.63 17031.14 55.665
"1672" "2014-09-16" 2498.48 9632.93 17131.97 56.017
"1673" "2014-09-17" 2515.27 9661.5 17156.85 55.852
"1674" "2014-09-18" 2503.16 9798.13 17265.99 56.204
"1675" "2014-09-19" 2539.6 9799.26 17279.74 56.036
"1676" "2014-09-22" 2515.79 9749.54 17172.68 55.581
"1677" "2014-09-23" 2485.29 9595.03 17055.87 55.229
"1678" "2014-09-24" 2475.05 9661.97 17210.06 55.572
"1679" "2014-09-25" 2469.68 9510.01 16945.8 54.675
"1680" "2014-09-26" 2484.02 9490.55 17113.15 55.054
"1681" "2014-09-29" 2485.51 9422.91 17071.22 54.738
"1682" "2014-09-30" 2500.29 9474.3 17042.9 54.601
"1683" "2014-10-01" 2462.6 9382.03 16804.71 53.885
"1684" "2014-10-02" 2434.37 9195.68 16801.05 53.672
"1686" "2014-10-06" 2446.89 9209.51 16991.91 54.256
"1687" "2014-10-07" 2436.39 9086.21 16719.39 53.433
"1688" "2014-10-08" 2410.88 8995.33 16994.22 54.311
"1689" "2014-10-09" 2424.95 9005.02 16659.25 53.089
"1690" "2014-10-10" 2392.62 8788.81 16544.1 52.282
"1691" "2014-10-13" 2394.22 8812.43 16321.07 51.921
"1692" "2014-10-14" 2402.9 8825.21 16315.19 51.995
"1693" "2014-10-15" 2381.76 8571.95 16141.74 51.624
"1694" "2014-10-16" 2382.72 8582.9 16117.24 51.476
"1695" "2014-10-17" 2401.13 8850.27 16380.41 52.199
"1696" "2014-10-20" 2386.61 8717.76 16399.67 52.57
"1697" "2014-10-21" 2423.29 8886.96 16614.81 53.349
"1698" "2014-10-22" 2429.1 8940.14 16461.32 52.941
"1699" "2014-10-23" 2433.84 9047.31 16677.9 53.534
"1700" "2014-10-24" 2426.2 8987.8 16805.41 53.84
"1701" "2014-10-27" 2437.72 8902.61 16817.94 53.69
"1702" "2014-10-28" 2456.73 9068.19 17005.75 54.369
"1703" "2014-10-29" 2449.49 9082.81 16974.31 54.127
"1704" "2014-10-30" 2441.71 9114.84 17195.42 54.534
"1705" "2014-10-31" 2463.68 9326.87 17390.52 55.258
"1706" "2014-11-03" 2462.51 9251.7 17366.24 55.027
"1707" "2014-11-04" 2462.33 9166.47 17383.84 54.766
"1708" "2014-11-05" 2441.56 9315.48 17484.53 54.99
"1709" "2014-11-06" 2435.48 9377.41 17554.47 54.933
"1710" "2014-11-07" 2417.45 9291.83 17573.93 55.063
"1711" "2014-11-10" 2407.05 9351.87 17613.74 55.183
"1713" "2014-11-12" 2402.02 9210.96 17612.2 55.192
"1714" "2014-11-13" 2393.36 9248.51 17652.79 55.275
"1715" "2014-11-14" 2418.4 9252.94 17634.74 55.35
"1716" "2014-11-17" 2418.78 9306.35 17647.75 55.266
"1717" "2014-11-18" 2431.23 9456.53 17687.82 55.675
"1718" "2014-11-19" 2421.67 9472.8 17685.73 55.581
"1719" "2014-11-20" 2396.52 9483.97 17719 55.545
"1720" "2014-11-21" 2418.26 9732.55 17810.06 56.026
"1721" "2014-11-24" 2410.65 9785.54 17817.9 56.166
"1722" "2014-11-25" 2410.27 9861.21 17814.94 56.139
"1723" "2014-11-26" 2420.66 9915.56 17827.75 56.361
"1725" "2014-11-28" 2416.93 9980.85 17828.24 56.017
"1726" "2014-12-01" 2417.11 9963.51 17776.8 55.665
"1727" "2014-12-02" 2446.32 9934.08 17879.55 55.906
"1728" "2014-12-03" 2445.4 9971.79 17912.62 56.056
"1729" "2014-12-04" 2417.21 9851.35 17900.1 55.926
"1730" "2014-12-05" 2438.42 10087.12 17958.79 55.982
"1731" "2014-12-08" 2431.89 10014.99 17852.48 55.461
"1732" "2014-12-09" 2398.03 9793.71 17801.2 55.285
"1733" "2014-12-10" 2371.43 9799.73 17533.15 54.452
"1734" "2014-12-11" 2379.6 9862.53 17596.34 54.489
"1735" "2014-12-12" 2360 9594.73 17280.83 53.571
"1736" "2014-12-15" 2321.57 9334.01 17180.84 52.986
"1737" "2014-12-16" 2271.27 9563.89 17068.87 52.829
"1738" "2014-12-17" 2288.7 9544.43 17356.87 53.725
"1739" "2014-12-18" 2330.83 9811.06 17778.15 54.896
"1740" "2014-12-19" 2310.88 9786.96 17804.8 55.044
"1741" "2014-12-22" 2321.83 9865.76 17959.44 55.37
"1742" "2014-12-23" 2323.04 9922.11 18024.17 55.352
"1745" "2014-12-29" 2302.59 9927.13 18038.23 55.557
"1746" "2014-12-30" 2315.94 9805.55 17983.07 55.192
"1748" "2015-01-02" 2309.39 9764.73 17832.99 54.567
"1749" "2015-01-05" 2264.75 9473.16 17501.65 53.492
"1751" "2015-01-07" 2307.46 9518.18 17584.52 53.632
"1752" "2015-01-08" 2361.48 9837.61 17907.87 54.473
"1753" "2015-01-09" 2337.21 9648.5 17737.37 54.137
"1754" "2015-01-12" 2330.04 9781.9 17640.84 53.829
"1755" "2015-01-13" 2367.65 9941 17613.68 53.865
"1756" "2015-01-14" 2336.66 9817.08 17427.09 53.613
"1757" "2015-01-15" 2265.21 10032.61 17320.71 53.492
"1758" "2015-01-16" 2252.33 10167.77 17511.57 54.117
"1760" "2015-01-20" 2242.42 10257.13 17515.23 54.239
"1761" "2015-01-21" 2287.86 10299.23 17554.28 54.622
"1762" "2015-01-22" 2319.45 10435.62 17813.98 55.267
"1763" "2015-01-23" 2319.59 10649.58 17672.6 54.94
"1764" "2015-01-26" 2307.29 10798.33 17678.7 55.314
"1765" "2015-01-27" 2309.86 10628.58 17387.21 54.931
"1766" "2015-01-28" 2319.18 10710.97 17191.37 54.184
"1767" "2015-01-29" 2340.77 10737.87 17416.85 54.717
"1768" "2015-01-30" 2341 10694.32 17164.95 53.977
"1769" "2015-02-02" 2330.14 10828.01 17361.04 54.679
"1770" "2015-02-03" 2335.42 10890.95 17666.4 55.531
"1771" "2015-02-04" 2341.68 10911.32 17673.02 55.202
"1772" "2015-02-05" 2341.58 10905.41 17884.88 55.8
"1773" "2015-02-06" 2354.47 10846.39 17824.29 55.334
"1774" "2015-02-09" 2339.79 10663.51 17729.21 55.138
"1775" "2015-02-10" 2340.12 10753.83 17868.76 55.605
"1776" "2015-02-11" 2323.5 10752.11 17862.14 55.463
"1777" "2015-02-12" 2338.37 10919.65 17972.38 56.157
"1778" "2015-02-13" 2346.95 10963.4 18019.35 56.512
"1780" "2015-02-17" 2360.31 10895.62 18047.58 56.558
"1781" "2015-02-18" 2346.71 10961 18029.85 56.671
"1782" "2015-02-19" 2348.06 11001.94 17985.77 56.662
"1783" "2015-02-20" 2348.94 11050.64 18140.44 57.044
"1784" "2015-02-23" 2365.58 11130.92 18116.84 56.894
"1785" "2015-02-24" 2363.61 11205.74 18209.19 57.156
"1786" "2015-02-25" 2354.65 11210.27 18224.57 57.184
"1787" "2015-02-26" 2361.01 11327.19 18214.42 57.09
"1788" "2015-02-27" 2367.1 11401.66 18132.7 56.951
"1789" "2015-03-02" 2358.25 11410.36 18288.63 57.175
"1790" "2015-03-03" 2323.09 11280.36 18203.37 56.876
"1791" "2015-03-04" 2338 11390.38 18096.9 56.614
"1792" "2015-03-05" 2355.75 11504.01 18135.72 56.671
"1793" "2015-03-06" 2345.93 11550.97 17856.78 55.903
"1794" "2015-03-09" 2344.12 11582.11 17995.72 55.979
"1795" "2015-03-10" 2312.96 11500.38 17662.94 54.96
"1796" "2015-03-11" 2325.12 11805.99 17635.39 54.988
"1797" "2015-03-12" 2329.81 11799.39 17895.22 55.632
"1798" "2015-03-13" 2303.4 11901.61 17749.31 55.276
"1799" "2015-03-16" 2311.04 12167.72 17977.42 55.941
"1800" "2015-03-17" 2330.39 11980.85 17849.08 55.885
"1801" "2015-03-18" 2344.36 11922.77 18076.19 56.791
"1802" "2015-03-19" 2384.78 11899.4 17959.03 56.306
"1803" "2015-03-20" 2407.7 12039.37 18127.65 57.147
"1804" "2015-03-23" 2414.39 11895.84 18116.04 57.203
"1805" "2015-03-24" 2412.32 12005.69 18011.14 57.034
"1806" "2015-03-25" 2395.4 11865.32 17718.54 56.437
"1807" "2015-03-26" 2376.39 11843.68 17678.23 56.157
"1808" "2015-03-27" 2373.18 11868.33 17712.66 56.213
"1809" "2015-03-30" 2396.44 12086.01 17976.31 56.7
"1810" "2015-03-31" 2395.94 11966.17 17776.12 56.118
"1811" "2015-04-01" 2392.7 12001.38 17698.18 56.288
"1812" "2015-04-02" 2400.65 11967.39 17763.24 56.624
"1814" "2015-04-07" 2420.78 12123.52 17875.42 56.997
"1815" "2015-04-08" 2424.82 12035.86 17902.51 57.362
"1816" "2015-04-09" 2441.89 12166.44 17958.73 57.587
"1817" "2015-04-10" 2443.62 12374.73 18057.65 57.84
"1818" "2015-04-13" 2442.47 12338.73 17977.04 57.531
"1819" "2015-04-14" 2434.89 12227.6 18036.7 57.746
"1820" "2015-04-15" 2475.33 12231.34 18112.61 58.059
"1821" "2015-04-16" 2503.65 11998.86 18105.77 58.148
"1822" "2015-04-17" 2463.96 11688.7 17826.3 57.427
"1823" "2015-04-20" 2505.34 11891.91 18034.93 57.736
"1824" "2015-04-21" 2509.5 11939.58 17949.59 57.905
"1825" "2015-04-22" 2520.38 11867.37 18038.27 58.158
"1826" "2015-04-23" 2522.78 11723.58 18058.69 58.372
"1827" "2015-04-24" 2519.2 11810.85 18080.14 58.578
"1828" "2015-04-27" 2549.4 12039.16 18037.97 58.56
"1829" "2015-04-28" 2548.98 11811.66 18110.14 58.671
"1830" "2015-04-29" 2521.57 11432.72 18035.53 58.334
"1831" "2015-04-30" 2514.63 11454.38 17840.52 57.727
"1833" "2015-05-04" 2523.09 11619.85 18070.4 58.381
"1834" "2015-05-05" 2507.95 11327.68 17928.2 57.642
"1835" "2015-05-06" 2524.54 11350.15 17841.98 57.483
"1836" "2015-05-07" 2522.61 11407.97 17924.06 57.493
"1837" "2015-05-08" 2546.78 11709.73 18191.11 58.408
"1838" "2015-05-11" 2535.1 11673.35 18105.17 58.063
"1839" "2015-05-12" 2542.65 11472.41 18068.23 57.944
"1840" "2015-05-13" 2540.26 11351.46 18060.49 58.092
"1841" "2015-05-14" 2513.58 11559.82 18252.24 58.709
"1842" "2015-05-15" 2514.84 11447.03 18272.56 58.821
"1843" "2015-05-18" 2523.59 11594.28 18298.88 58.774
"1844" "2015-05-19" 2523.35 11853.33 18312.39 58.671
"1845" "2015-05-20" 2521.07 11848.47 18285.4 58.662
"1846" "2015-05-21" 2524.83 11864.59 18285.74 58.896
"1847" "2015-05-22" 2516.76 11815.01 18232.02 58.662
"1849" "2015-05-26" 2448.81 11625.13 18041.54 57.867
"1850" "2015-05-27" 2460.74 11771.13 18162.99 58.287
"1851" "2015-05-28" 2441.15 11677.57 18126.12 58.186
"1852" "2015-05-29" 2437.81 11413.82 18010.68 57.727
"1853" "2015-06-01" 2437.09 11436.05 18040.37 57.69
"1854" "2015-06-02" 2408.73 11328.8 18011.94 57.783
"1855" "2015-06-03" 2388.93 11419.62 18076.27 57.988
"1857" "2015-06-05" 2365.58 11197.15 17849.46 57.082
"1858" "2015-06-08" 2354.26 11064.92 17766.55 56.857
"1859" "2015-06-09" 2338.65 11001.29 17764.04 56.717
"1860" "2015-06-10" 2384.49 11265.39 18000.4 57.558
"1861" "2015-06-11" 2383.87 11332.78 18039.37 57.727
"1862" "2015-06-12" 2358.73 11196.49 17898.84 57.324
"1863" "2015-06-15" 2358.03 10984.97 17791.17 57.026
"1864" "2015-06-16" 2356.77 11044.01 17904.48 57.166
"1865" "2015-06-17" 2321.39 10978.01 17935.74 57.203
"1866" "2015-06-18" 2334.36 11100.3 18115.84 57.773
"1867" "2015-06-19" 2299.35 11040.1 18015.95 57.427
"1868" "2015-06-22" 2350.09 11460.5 18119.78 58.121
"1869" "2015-06-23" 2341.26 11542.54 18144.07 58.252
"1870" "2015-06-24" 2348.97 11471.26 17966.07 57.84
"1871" "2015-06-25" 2354.74 11473.13 17890.36 57.667
"1872" "2015-06-26" 2333.82 11492.43 17946.68 57.611
"1873" "2015-06-29" 2291.23 11083.2 17596.35 56.145
"1874" "2015-06-30" 2317.84 10944.97 17619.51 56.238
"1875" "2015-07-01" 2293.03 11180.5 17757.91 56.58
"1876" "2015-07-02" 2294.37 11099.35 17730.11 56.617
"1878" "2015-07-06" 2272.09 10890.63 17683.58 55.945
"1879" "2015-07-07" 2218.64 10676.78 17776.91 56.002
"1880" "2015-07-08" 2216.39 10747.3 17515.42 54.867
"1881" "2015-07-09" 2230.65 10996.41 17548.62 55.321
"1882" "2015-07-10" 2270.84 11315.63 17760.41 56.495
"1883" "2015-07-13" 2269 11484.38 17977.68 56.929
"1884" "2015-07-14" 2259.98 11516.9 18053.58 57.279
"1885" "2015-07-15" 2257.62 11539.66 18050.17 57.128
"1886" "2015-07-16" 2298.54 11716.76 18120.25 57.545
"1887" "2015-07-17" 2285.03 11673.42 18086.45 57.506
"1888" "2015-07-20" 2244.63 11735.72 18100.41 57.515
"1889" "2015-07-21" 2249.67 11604.8 17919.29 57.374
"1890" "2015-07-22" 2185.83 11520.67 17851.04 57.061
"1891" "2015-07-23" 2200.84 11512.11 17731.92 56.778
"1892" "2015-07-24" 2187.67 11347.45 17568.53 56.172
"1893" "2015-07-27" 2189.08 11056.4 17440.59 55.652
"1894" "2015-07-28" 2194.24 11173.91 17630.27 56.314
"1895" "2015-07-29" 2212.02 11211.85 17751.39 56.664
"1896" "2015-07-30" 2188.92 11257.15 17745.98 56.626
"1897" "2015-07-31" 2227.51 11308.99 17689.86 56.702
"1898" "2015-08-03" 2230.28 11443.72 17598.2 56.522
"1899" "2015-08-04" 2227.98 11456.07 17550.69 56.466
"1900" "2015-08-05" 2258.62 11636.3 17540.47 56.702
"1901" "2015-08-06" 2196.22 11585.1 17419.75 56.324
"1902" "2015-08-07" 2196.78 11490.83 17373.38 56.229
"1903" "2015-08-10" 2222.25 11604.78 17615.17 56.967
"1904" "2015-08-11" 2219.57 11293.65 17402.84 56.211
"1905" "2015-08-12" 2200.08 10924.61 17402.51 56.011
"1906" "2015-08-13" 2224.74 11014.63 17408.25 55.955
"1907" "2015-08-14" 2198.22 10985.14 17477.4 56.086
"1908" "2015-08-17" 2174.11 10940.33 17545.18 56.106
"1909" "2015-08-18" 2169.59 10915.92 17511.34 55.842
"1910" "2015-08-19" 2192.14 10682.15 17348.73 55.321
"1911" "2015-08-20" 2200.86 10432.19 16990.69 54.1
"1912" "2015-08-21" 2179.73 10124.52 16459.75 52.559
"1913" "2015-08-24" 2056.38 9648.43 15871.35 50.571
"1914" "2015-08-25" 2070.56 10128.12 15666.44 50.478
"1915" "2015-08-26" 2074.49 9997.43 16285.51 52.189
"1916" "2015-08-27" 2117.83 10315.62 16654.77 53.307
"1917" "2015-08-28" 2145.12 10298.53 16643.01 53.259
"1918" "2015-08-31" 2163.71 10259.46 16528.03 52.842
"1919" "2015-09-01" 2115.75 10015.57 16058.35 51.112
"1920" "2015-09-02" 2107.58 10048.05 16351.38 52.011
"1921" "2015-09-03" 2155.07 10317.84 16374.76 52.114
"1922" "2015-09-04" 2146.47 10038.04 16102.38 51.13
"1924" "2015-09-08" 2135.15 10271.36 16492.68 52.483
"1925" "2015-09-09" 2142.53 10303.12 16253.57 51.971
"1926" "2015-09-10" 2184.96 10210.44 16330.4 52.322
"1927" "2015-09-11" 2185.46 10123.56 16433.09 52.426
"1928" "2015-09-14" 2183.05 10131.74 16370.96 52.171
"1929" "2015-09-15" 2185.88 10188.13 16599.85 52.69
"1930" "2015-09-16" 2181.8 10227.21 16739.95 53.43
"1931" "2015-09-17" 2199.46 10229.58 16674.74 53.353
"1932" "2015-09-18" 2168.19 9916.16 16384.58 52.265
"1933" "2015-09-21" 2178.27 9948.51 16510.19 52.417
"1934" "2015-09-22" 2137.88 9570.66 16330.47 51.491
"1935" "2015-09-23" 2106.8 9612.62 16279.89 51.254
"1936" "2015-09-24" 2082.95 9427.64 16201.32 51.073
"1937" "2015-09-25" 2091.73 9688.53 16314.67 51.206
"1938" "2015-09-28" 2059.41 9483.55 16001.89 49.996
"1939" "2015-09-29" 2043 9450.4 16049.13 49.976
"1940" "2015-09-30" 2066.37 9660.44 16284.7 51.026
"1941" "2015-10-01" 2049.93 9509.25 16272.01 51.14
"1942" "2015-10-02" 2036.32 9553.07 16472.37 52.021
"1943" "2015-10-05" 2088.27 9814.79 16776.43 53.013
"1944" "2015-10-06" 2102.87 9902.83 16790.19 52.966
"1945" "2015-10-07" 2110.39 9970.4 16912.29 53.552
"1946" "2015-10-08" 2126.48 9993.07 17050.75 54.024
"1947" "2015-10-09" 2143.28 10096.6 17084.49 54.119
"1948" "2015-10-12" 2133.56 10119.83 17131.86 54.063
"1949" "2015-10-13" 2123.43 10032.82 17081.89 53.515
"1950" "2015-10-14" 2118.97 9915.85 16924.75 53.571
"1951" "2015-10-15" 2136.42 10064.8 17141.75 54.452
"1952" "2015-10-16" 2121.94 10104.43 17215.97 54.545
"1953" "2015-10-19" 2111.04 10164.31 17230.54 54.384
"1954" "2015-10-20" 2116.81 10147.68 17217.11 54.291
"1955" "2015-10-21" 2105.65 10238.1 17168.61 53.996
"1956" "2015-10-22" 2106.27 10491.97 17489.16 54.782
"1957" "2015-10-23" 2107.43 10794.54 17646.7 55.359
"1958" "2015-10-26" 2110.74 10801.34 17623.05 55.142
"1959" "2015-10-27" 2113.06 10692.19 17581.43 54.838
"1960" "2015-10-28" 2105.63 10831.96 17779.52 55.331
"1961" "2015-10-29" 2059.34 10800.84 17755.8 55.151
"1962" "2015-10-30" 2060.03 10850.14 17663.54 54.933
"1963" "2015-11-02" 2077.09 10950.67 17828.76 55.557
"1964" "2015-11-03" 2061.38 10951.15 17918.15 55.727
"1965" "2015-11-04" 2063.08 10845.24 17867.58 55.52
"1966" "2015-11-05" 2041.24 10887.74 17863.43 55.406
"1967" "2015-11-06" 2019.78 10988.03 17910.33 55.227
"1968" "2015-11-09" 2012.97 10815.45 17730.48 54.63
"1969" "2015-11-10" 2021.92 10832.52 17758.21 54.678
"1971" "2015-11-12" 2013.67 10782.63 17448.07 53.921
"1972" "2015-11-13" 1978.87 10708.4 17245.24 53.353
"1973" "2015-11-16" 1971.43 10713.23 17483.01 54.081
"1974" "2015-11-17" 2007.62 10971.04 17489.5 54.1
"1975" "2015-11-18" 2023.98 10959.95 17737.16 54.735
"1976" "2015-11-19" 2009.73 11085.44 17732.75 54.877
"1977" "2015-11-20" 2021.99 11119.83 17823.81 55
"1978" "2015-11-23" 1982.57 11092.31 17792.68 54.782
"1979" "2015-11-24" 1943.99 10933.99 17812.19 54.829
"1980" "2015-11-25" 1943.3 11169.54 17813.39 54.877
"1982" "2015-11-27" 1936.05 11293.76 17798.49 54.792
"1983" "2015-11-30" 1925.72 11382.23 17719.92 54.64
"1984" "2015-12-01" 1923.94 11261.24 17888.35 55.179
"1985" "2015-12-02" 1886.5 11190.02 17729.68 54.62
"1986" "2015-12-03" 1867.96 10789.24 17477.67 54.015
"1987" "2015-12-04" 1868.24 10752.1 17847.63 54.792
"1988" "2015-12-07" 1864.92 10886.09 17730.51 54.317
"1989" "2015-12-08" 1814.88 10673.6 17568 53.778
"1990" "2015-12-09" 1773.21 10592.49 17492.3 53.496
"1991" "2015-12-10" 1798.86 10598.93 17574.75 53.457
"1992" "2015-12-11" 1757.37 10340.06 17265.21 52.426
"1993" "2015-12-14" 1754.74 10139.34 17368.5 52.614
"1994" "2015-12-15" 1771.99 10450.38 17524.91 53.134
"1995" "2015-12-16" 1803.68 10469.26 17749.09 54.063
"1996" "2015-12-17" 1840.57 10738.12 17495.84 53.316
"1997" "2015-12-18" 1858.87 10608.19 17128.55 52.559
"1998" "2015-12-21" 1866.19 10497.77 17251.62 52.968
"1999" "2015-12-22" 1873.78 10488.75 17417.27 53.38
"2000" "2015-12-23" 1879.75 10727.64 17602.61 54.146
"2002" "2015-12-28" 1876.33 10653.91 17528.27 53.916
"2003" "2015-12-29" 1893.32 10860.14 17720.98 54.418
"2004" "2015-12-30" 1859.15 10743.01 17603.87 54.025
"2006" "2016-01-04" 1804.42 10283.44 17148.94 52.54
"2007" "2016-01-05" 1792.01 10310.1 17158.66 52.584
"2009" "2016-01-07" 1745.46 9979.85 16514.1 50.586
"2010" "2016-01-08" 1725.14 9849.34 16346.45 50.001
"2011" "2016-01-11" 1703.78 9825.07 16398.57 50.059
"2012" "2016-01-12" 1750.51 9985.43 16516.22 50.385
"2013" "2016-01-13" 1772.48 9960.96 16151.41 49.359
"2014" "2016-01-14" 1776.96 9794.2 16379.05 50.078
"2015" "2016-01-15" 1734.87 9545.27 15988.08 48.66
"2017" "2016-01-19" 1692.52 9664.21 16016.02 48.946
"2018" "2016-01-20" 1674.57 9391.64 15766.74 48.162
"2019" "2016-01-21" 1683.81 9574.16 15882.68 48.429
"2020" "2016-01-22" 1727.22 9764.88 16093.51 49.656
"2021" "2016-01-25" 1729.62 9736.15 15885.22 48.919
"2022" "2016-01-26" 1713.36 9822.75 16167.23 49.734
"2023" "2016-01-27" 1728.84 9880.82 15944.46 49.33
"2024" "2016-01-28" 1755.39 9639.59 16069.64 49.589
"2025" "2016-01-29" 1780.25 9798.11 16466.3 50.672
"2026" "2016-02-01" 1777.54 9757.88 16449.18 50.556
"2027" "2016-02-02" 1731.64 9581.04 16153.54 49.483
"2028" "2016-02-03" 1739.08 9434.82 16336.66 49.867
"2029" "2016-02-04" 1788.65 9393.36 16416.58 50.01
"2030" "2016-02-05" 1790.87 9286.23 16204.97 49.177
"2031" "2016-02-08" 1769.71 8979.36 16027.05 48.373
"2032" "2016-02-09" 1767.45 8879.4 16014.38 48.104
"2033" "2016-02-10" 1760.99 9017.29 15914.74 48.094
"2034" "2016-02-11" 1758.93 8752.87 15660.18 47.452
"2035" "2016-02-12" 1765.53 8967.51 15973.84 48.285
"2037" "2016-02-16" 1783.93 9135.11 16196.41 49.253
"2038" "2016-02-17" 1847.95 9377.21 16453.83 50.145
"2039" "2016-02-18" 1853.76 9463.64 16413.43 49.934
"2040" "2016-02-19" 1841.06 9388.05 16391.99 49.848
