"Date" "WIG20" "DAX" "DJI" "ACWI"
"1109" "2012-07-11" 2221.15 6453.85 12604.53 38.784
"1110" "2012-07-12" 2153.9 6419.35 12573.27 38.47
"1111" "2012-07-13" 2191.41 6557.1 12777.09 39.035
"1112" "2012-07-16" 2188.92 6565.72 12727.21 38.982
"1113" "2012-07-17" 2190.9 6577.64 12805.54 39.189
"1114" "2012-07-18" 2184.83 6684.42 12908.7 39.473
"1115" "2012-07-19" 2198.92 6758.39 12943.36 39.687
"1116" "2012-07-20" 2172.56 6630.02 12822.57 39.124
"1117" "2012-07-23" 2101.1 6419.33 12721.46 38.505
"1118" "2012-07-24" 2114.51 6390.41 12617.32 38.165
"1119" "2012-07-25" 2118.73 6406.52 12676.05 38.238
"1120" "2012-07-26" 2114.71 6582.96 12887.93 39.089
"1121" "2012-07-27" 2162.64 6689.4 13075.66 39.885
"1122" "2012-07-30" 2190.68 6774.06 13073.01 39.867
"1123" "2012-07-31" 2185.67 6772.26 13008.68 39.599
"1124" "2012-08-01" 2188.63 6754.46 12971.06 39.554
"1125" "2012-08-02" 2170.95 6606.09 12878.88 39.179
"1126" "2012-08-03" 2222.64 6865.66 13096.17 40.127
"1127" "2012-08-06" 2261.97 6918.72 13117.51 40.351
"1128" "2012-08-07" 2266.53 6967.95 13168.6 40.673
"1129" "2012-08-08" 2269.33 6966.15 13175.64 40.673
"1130" "2012-08-09" 2319.42 6964.99 13165.19 40.772
"1131" "2012-08-10" 2313.09 6944.56 13207.95 40.843
"1132" "2012-08-13" 2311.84 6909.68 13169.43 40.754
"1133" "2012-08-14" 2317.7 6974.39 13172.14 40.772
"1135" "2012-08-16" 2343.94 6996.29 13250.11 41.167
"1136" "2012-08-17" 2313.69 7040.88 13275.2 41.176
"1137" "2012-08-20" 2281.86 7033.68 13271.64 41.158
"1138" "2012-08-21" 2299.36 7089.32 13203.58 41.183
"1139" "2012-08-22" 2279.15 7017.75 13172.76 41.176
"1140" "2012-08-23" 2278.08 6949.57 13057.46 40.853
"1141" "2012-08-24" 2283.08 6971.07 13157.97 41.004
"1142" "2012-08-27" 2276.94 7047.45 13124.67 40.906
"1143" "2012-08-28" 2253.26 7002.68 13102.99 40.906
"1144" "2012-08-29" 2235.53 7010.57 13107.48 40.863
"1145" "2012-08-30" 2227.08 6895.49 13000.71 40.422
"1146" "2012-08-31" 2258.29 6970.79 13090.84 40.701
"1148" "2012-09-04" 2248.48 6932.58 13035.94 40.583
"1149" "2012-09-05" 2260.87 6964.69 13047.48 40.513
"1150" "2012-09-06" 2296.88 7167.33 13292 41.416
"1151" "2012-09-07" 2317.21 7214.5 13306.64 41.855
"1152" "2012-09-10" 2335.29 7213.7 13254.29 41.54
"1153" "2012-09-11" 2352.88 7310.11 13323.36 41.837
"1154" "2012-09-12" 2347.22 7343.53 13333.35 42.016
"1155" "2012-09-13" 2353.51 7310.32 13539.86 42.749
"1156" "2012-09-14" 2417.32 7412.13 13593.37 43.045
"1157" "2012-09-17" 2403.23 7403.69 13553.1 42.829
"1158" "2012-09-18" 2405.41 7347.69 13564.64 42.769
"1159" "2012-09-19" 2416.64 7390.76 13577.96 42.794
"1160" "2012-09-20" 2387.45 7389.49 13596.93 42.598
"1161" "2012-09-21" 2380.32 7451.62 13579.47 42.574
"1162" "2012-09-24" 2367.42 7413.16 13558.92 42.456
"1163" "2012-09-25" 2382.03 7425.11 13457.55 42.069
"1164" "2012-09-26" 2357.34 7276.51 13413.51 41.8
"1165" "2012-09-27" 2375.96 7290.02 13485.97 42.259
"1166" "2012-09-28" 2371.42 7216.15 13437.13 41.8
"1167" "2012-10-01" 2399.8 7326.73 13515.11 42.026
"1168" "2012-10-02" 2399.29 7305.86 13482.36 42.134
"1169" "2012-10-03" 2388.78 7322.08 13494.61 42.115
"1170" "2012-10-04" 2370.18 7305.21 13575.36 42.481
"1171" "2012-10-05" 2411.07 7397.87 13610.15 42.535
"1172" "2012-10-08" 2400.99 7291.21 13583.65 42.312
"1173" "2012-10-09" 2376.24 7234.53 13473.53 41.793
"1174" "2012-10-10" 2392.33 7205.23 13344.97 41.658
"1175" "2012-10-11" 2394.21 7281.7 13326.39 41.819
"1176" "2012-10-12" 2375.91 7232.49 13328.85 41.746
"1177" "2012-10-15" 2377.22 7261.25 13424.23 42.026
"1178" "2012-10-16" 2397.98 7376.27 13551.78 42.535
"1179" "2012-10-17" 2391.57 7394.55 13557 42.868
"1180" "2012-10-18" 2397.93 7437.23 13548.94 42.749
"1181" "2012-10-19" 2350.25 7380.64 13343.51 42.096
"1182" "2012-10-22" 2350.61 7328.05 13345.89 42.294
"1183" "2012-10-23" 2310.25 7173.69 13102.53 41.605
"1184" "2012-10-24" 2321.53 7192.85 13077.34 41.587
"1185" "2012-10-25" 2328.61 7200.23 13103.68 41.793
"1186" "2012-10-26" 2320.08 7231.85 13107.21 41.648
"1189" "2012-10-31" 2317.56 7260.63 13096.46 41.587
"1191" "2012-11-02" 2345.99 7363.85 13093.16 41.793
"1192" "2012-11-05" 2343.9 7326.47 13112.44 41.829
"1193" "2012-11-06" 2342.79 7377.76 13245.68 41.961
"1194" "2012-11-07" 2325.15 7232.83 12932.73 41.407
"1195" "2012-11-08" 2338.06 7204.96 12811.32 40.978
"1196" "2012-11-09" 2323.97 7163.5 12815.39 40.943
"1197" "2012-11-12" 2335.02 7168.76 12815.08 40.987
"1198" "2012-11-13" 2354.3 7169.12 12756.18 40.782
"1199" "2012-11-14" 2366.77 7101.92 12570.95 40.261
"1200" "2012-11-15" 2371.77 7043.42 12542.38 40.307
"1201" "2012-11-16" 2367.74 6950.53 12588.31 40.45
"1202" "2012-11-19" 2404.36 7123.84 12795.96 41.237
"1203" "2012-11-20" 2404.88 7172.99 12788.51 41.247
"1204" "2012-11-21" 2385.95 7184.71 12836.89 41.381
"1206" "2012-11-23" 2398.39 7309.13 13009.68 42.026
"1207" "2012-11-26" 2405.82 7292.03 12967.37 41.936
"1208" "2012-11-27" 2407.06 7332.33 12878.13 41.704
"1209" "2012-11-28" 2401.54 7343.41 12985.11 41.999
"1210" "2012-11-29" 2410.79 7400.96 13021.82 42.264
"1211" "2012-11-30" 2421.54 7405.5 13025.58 42.25
"1212" "2012-12-03" 2442.58 7435.21 12965.6 42.186
"1213" "2012-12-04" 2457.52 7435.12 12951.78 42.195
"1214" "2012-12-05" 2468.85 7454.55 13034.49 42.401
"1215" "2012-12-06" 2485.44 7534.54 13074.04 42.518
"1216" "2012-12-07" 2450.74 7517.8 13155.13 42.589
"1217" "2012-12-10" 2476.53 7530.92 13169.88 42.68
"1218" "2012-12-11" 2512.64 7589.75 13248.44 42.901
"1219" "2012-12-12" 2525.4 7614.79 13245.45 42.993
"1220" "2012-12-13" 2518.8 7581.98 13170.72 42.749
"1221" "2012-12-14" 2536.8 7596.47 13135.01 42.759
"1222" "2012-12-17" 2551.53 7604.94 13235.39 43.072
"1223" "2012-12-18" 2575.81 7653.58 13350.96 43.082
"1224" "2012-12-19" 2602.51 7668.5 13251.97 42.919
"1225" "2012-12-20" 2593.73 7672.1 13311.72 43.269
"1226" "2012-12-21" 2583.06 7636.23 13190.84 42.893
"1229" "2012-12-27" 2600.67 7655.88 13096.31 42.725
"1230" "2012-12-28" 2582.98 7612.39 12938.11 42.401
"1232" "2013-01-02" 2626.21 7778.78 13412.55 43.906
"1233" "2013-01-03" 2628.36 7756.44 13391.36 43.718
"1234" "2013-01-04" 2601.73 7776.37 13435.21 43.906
"1235" "2013-01-07" 2578.48 7732.66 13384.29 43.727
"1236" "2013-01-08" 2562.63 7695.83 13328.85 43.512
"1237" "2013-01-09" 2567.59 7720.47 13390.51 43.662
"1238" "2013-01-10" 2573.62 7708.47 13471.22 44.128
"1239" "2013-01-11" 2557.93 7715.53 13488.43 44.112
"1240" "2013-01-14" 2560.14 7729.52 13507.32 44.121
"1241" "2013-01-15" 2532.42 7675.91 13534.89 44.086
"1242" "2013-01-16" 2565.15 7691.13 13511.23 44.031
"1243" "2013-01-17" 2567.16 7735.46 13596.02 44.335
"1244" "2013-01-18" 2572.14 7702.23 13649.7 44.397
"1246" "2013-01-22" 2566.6 7696.21 13712.21 44.514
"1247" "2013-01-23" 2558.39 7707.54 13779.33 44.451
"1248" "2013-01-24" 2568.63 7748.13 13825.33 44.53
"1249" "2013-01-25" 2542.32 7857.97 13895.98 44.81
"1250" "2013-01-28" 2521.5 7833 13881.93 44.657
"1251" "2013-01-29" 2524.36 7848.57 13954.42 44.945
"1252" "2013-01-30" 2496.15 7811.31 13910.42 44.801
"1253" "2013-01-31" 2492.76 7776.05 13860.58 44.666
"1254" "2013-02-01" 2499.19 7833.39 14009.79 45.069
"1255" "2013-02-04" 2469.73 7638.23 13880.08 44.433
"1256" "2013-02-05" 2485.25 7664.66 13979.3 44.731
"1257" "2013-02-06" 2455.47 7581.18 13986.52 44.754
"1258" "2013-02-07" 2467.45 7590.85 13944.05 44.578
"1259" "2013-02-08" 2495.42 7652.14 13992.97 44.819
"1260" "2013-02-11" 2497.88 7633.74 13971.24 44.746
"1261" "2013-02-12" 2470.48 7660.19 14018.7 44.917
"1262" "2013-02-13" 2471.21 7711.89 13982.91 45.015
"1263" "2013-02-14" 2456.36 7631.19 13973.39 44.925
"1264" "2013-02-15" 2467.63 7593.51 13981.76 44.853
"1266" "2013-02-19" 2477.19 7752.45 14035.67 45.185
"1267" "2013-02-20" 2443.16 7728.9 13927.54 44.712
"1268" "2013-02-21" 2436.47 7583.57 13880.62 44.299
"1269" "2013-02-22" 2437.24 7661.91 14000.57 44.731
"1270" "2013-02-25" 2454.92 7773.19 13784.17 43.896
"1271" "2013-02-26" 2428.57 7597.11 13900.13 44.157
"1272" "2013-02-27" 2450.36 7675.83 14075.37 44.684
"1273" "2013-02-28" 2452.01 7741.7 14054.49 44.622
"1274" "2013-03-01" 2452.86 7708.16 14089.66 44.666
"1275" "2013-03-04" 2438.97 7691.68 14127.82 44.764
"1276" "2013-03-05" 2477.68 7870.31 14253.77 45.176
"1277" "2013-03-06" 2481.36 7919.33 14296.24 45.292
"1278" "2013-03-07" 2474.7 7939.77 14329.49 45.419
"1279" "2013-03-08" 2490.7 7986.47 14397.07 45.571
"1280" "2013-03-11" 2479.2 7984.29 14447.29 45.68
"1281" "2013-03-12" 2482.39 7966.12 14450.06 45.464
"1282" "2013-03-13" 2473.95 7970.91 14455.28 45.437
"1283" "2013-03-14" 2498.84 8058.37 14539.14 45.688
"1284" "2013-03-15" 2486.3 8042.85 14514.11 45.67
"1285" "2013-03-18" 2453.9 8010.7 14452.06 45.276
"1286" "2013-03-19" 2421.94 7947.79 14455.82 45.122
"1287" "2013-03-20" 2422.61 8001.97 14511.73 45.437
"1288" "2013-03-21" 2395.82 7932.51 14421.49 44.945
"1289" "2013-03-22" 2370.02 7911.35 14512.03 45.302
"1290" "2013-03-25" 2339.48 7870.9 14447.75 45.043
"1291" "2013-03-26" 2353.41 7879.67 14559.65 45.337
"1292" "2013-03-27" 2385.27 7789.09 14526.16 45.284
"1293" "2013-03-28" 2370.07 7795.31 14578.54 45.437
"1295" "2013-04-02" 2375.67 7943.87 14662.01 45.409
"1296" "2013-04-03" 2336.45 7874.75 14550.35 45.025
"1297" "2013-04-04" 2342.64 7817.39 14606.11 45.204
"1298" "2013-04-05" 2346.37 7658.75 14565.25 45.033
"1299" "2013-04-08" 2344.72 7662.64 14613.48 45.221
"1300" "2013-04-09" 2347.1 7637.51 14673.46 45.427
"1301" "2013-04-10" 2370.51 7810.63 14802.24 46.019
"1302" "2013-04-11" 2409.02 7871.63 14865.14 46.243
"1303" "2013-04-12" 2397.08 7744.77 14865.06 46.062
"1304" "2013-04-15" 2350.08 7712.63 14599.2 44.997
"1306" "2013-04-17" 2304.59 7503.03 14618.59 44.872
"1307" "2013-04-18" 2269.22 7473.73 14537.14 44.684
"1308" "2013-04-19" 2277.71 7459.96 14547.51 45.114
"1309" "2013-04-22" 2278.07 7478.11 14567.17 45.284
"1310" "2013-04-23" 2273.47 7658.21 14719.46 45.731
"1311" "2013-04-24" 2286.71 7759.03 14676.3 45.946
"1312" "2013-04-25" 2288.09 7832.86 14700.8 46.198
"1313" "2013-04-26" 2294.06 7814.76 14712.55 46.126
"1314" "2013-04-29" 2303.18 7873.5 14818.75 46.556
"1315" "2013-04-30" 2319.15 7913.71 14839.8 46.724
"1317" "2013-05-02" 2305.9 7961.71 14831.58 46.627
"1319" "2013-05-06" 2339.22 8112.08 14968.89 47.201
"1320" "2013-05-07" 2347.82 8181.78 15056.2 47.38
"1321" "2013-05-08" 2367.91 8249.71 15105.12 47.78
"1322" "2013-05-09" 2348.95 8262.55 15082.62 47.467
"1323" "2013-05-10" 2338.16 8278.59 15118.49 47.557
"1324" "2013-05-13" 2354.34 8279.29 15091.68 47.539
"1325" "2013-05-14" 2386.81 8339.11 15215.25 47.837
"1326" "2013-05-15" 2408.86 8362.42 15275.69 48.015
"1327" "2013-05-16" 2390.32 8369.87 15233.22 47.747
"1328" "2013-05-17" 2391.07 8398 15354.4 48.132
"1329" "2013-05-20" 2376.78 8455.83 15335.28 48.267
"1330" "2013-05-21" 2370.32 8472.2 15387.58 48.374
"1331" "2013-05-22" 2371.95 8530.89 15307.17 47.898
"1332" "2013-05-23" 2359.42 8351.98 15294.5 47.603
"1333" "2013-05-24" 2384.58 8305.32 15303.1 47.38
"1335" "2013-05-28" 2469.37 8480.87 15409.39 47.523
"1336" "2013-05-29" 2463.37 8336.58 15302.8 47.21
"1338" "2013-05-31" 2485.5 8348.84 15115.57 46.55
"1339" "2013-06-03" 2443.65 8285.8 15254.03 46.716
"1340" "2013-06-04" 2462.92 8295.96 15177.54 46.546
"1341" "2013-06-05" 2461.51 8196.18 14960.59 45.832
"1342" "2013-06-06" 2446.29 8098.81 15040.62 46.161
"1343" "2013-06-07" 2488.84 8254.68 15248.12 46.645
"1344" "2013-06-10" 2503.41 8307.69 15238.59 46.59
"1345" "2013-06-11" 2484.11 8222.46 15122.02 46.062
"1346" "2013-06-12" 2481.6 8143.27 14995.23 45.839
"1347" "2013-06-13" 2472.75 8095.39 15176.08 46.501
"1348" "2013-06-14" 2478.43 8127.96 15070.18 46.08
"1349" "2013-06-17" 2463.37 8215.73 15179.85 46.575
"1350" "2013-06-18" 2455.15 8229.51 15318.23 46.879
"1351" "2013-06-19" 2413.4 8197.08 15112.19 46.08
"1352" "2013-06-20" 2297.91 7928.48 14758.32 44.692
"1353" "2013-06-21" 2233.64 7789.24 14799.4 44.828
"1354" "2013-06-24" 2244.27 7692.45 14659.56 44.076
"1355" "2013-06-25" 2246.69 7811.3 14760.31 44.602
"1356" "2013-06-26" 2246.66 7940.99 14910.14 45.025
"1357" "2013-06-27" 2177.02 7990.75 15024.49 45.453
"1358" "2013-06-28" 2245.64 7959.22 14909.6 45.334
"1359" "2013-07-01" 2237.25 7983.92 14974.96 45.626
"1360" "2013-07-02" 2284.76 7910.77 14932.41 45.462
"1361" "2013-07-03" 2262.92 7829.32 14988.55 45.436
"1363" "2013-07-05" 2253.49 7806 15135.84 45.716
"1364" "2013-07-08" 2223.28 7968.54 15224.69 45.932
"1365" "2013-07-09" 2218.77 8057.75 15300.34 46.269
"1366" "2013-07-10" 2244.63 8066.48 15291.66 46.314
"1367" "2013-07-11" 2279.09 8158.8 15460.92 47.337
"1368" "2013-07-12" 2302.81 8212.77 15464.3 47.185
"1369" "2013-07-15" 2305.78 8234.81 15484.26 47.394
"1370" "2013-07-16" 2303.05 8201.05 15451.85 47.286
"1371" "2013-07-17" 2309.79 8254.72 15470.52 47.456
"1372" "2013-07-18" 2300.33 8337.09 15548.54 47.639
"1373" "2013-07-19" 2313.31 8331.57 15543.74 47.664
"1374" "2013-07-22" 2311.49 8331.06 15545.55 47.839
"1375" "2013-07-23" 2327.28 8314.23 15567.74 47.891
"1376" "2013-07-24" 2324.17 8379.11 15542.24 47.701
"1377" "2013-07-25" 2317.8 8298.98 15555.61 47.829
"1378" "2013-07-26" 2291.1 8244.91 15558.83 47.747
"1379" "2013-07-29" 2299.26 8259.03 15521.97 47.493
"1380" "2013-07-30" 2307.79 8271.02 15520.59 47.403
"1381" "2013-07-31" 2326.59 8275.97 15499.54 47.412
"1382" "2013-08-01" 2351.14 8410.73 15628.02 48.073
"1383" "2013-08-02" 2401.85 8406.94 15658.36 48.218
"1384" "2013-08-05" 2405.73 8398.38 15612.13 48.146
"1385" "2013-08-06" 2366.74 8299.73 15518.74 47.864
"1386" "2013-08-07" 2380.01 8260.48 15470.67 47.664
"1387" "2013-08-08" 2406.4 8318.32 15498.32 48.055
"1388" "2013-08-09" 2414.28 8338.31 15425.51 48.039
"1389" "2013-08-12" 2440.05 8359.25 15419.68 48
"1390" "2013-08-13" 2442.3 8415.76 15451.01 48.245
"1391" "2013-08-14" 2461.22 8438.12 15337.66 48.119
"1393" "2013-08-16" 2445.6 8391.94 15081.47 47.537
"1394" "2013-08-19" 2438.83 8366.29 15010.74 47.15
"1395" "2013-08-20" 2405.32 8300.03 15002.99 47.204
"1396" "2013-08-21" 2383.15 8285.41 14897.55 46.751
"1397" "2013-08-22" 2420.68 8397.89 14963.74 47.166
"1398" "2013-08-23" 2417.23 8416.99 15010.51 47.464
"1399" "2013-08-26" 2417.91 8435.15 14946.46 47.239
"1400" "2013-08-27" 2367.63 8242.56 14776.13 46.45
"1401" "2013-08-28" 2361.85 8157.9 14824.51 46.496
"1402" "2013-08-29" 2367.84 8194.55 14840.95 46.577
"1403" "2013-08-30" 2384.22 8103.15 14810.31 46.323
"1405" "2013-09-03" 2367.49 8180.71 14833.96 46.786
"1406" "2013-09-04" 2308.44 8195.92 14930.87 47.195
"1407" "2013-09-05" 2201.5 8234.98 14937.48 47.286
"1408" "2013-09-06" 2238.98 8275.67 14922.5 47.438
"1409" "2013-09-09" 2290.86 8276.32 15063.12 48.029
"1410" "2013-09-10" 2357.25 8446.54 15191.06 48.474
"1411" "2013-09-11" 2380.01 8495.73 15326.6 48.643
"1412" "2013-09-12" 2399.23 8494 15300.64 48.4
"1413" "2013-09-13" 2375.44 8509.42 15376.06 48.564
"1414" "2013-09-16" 2354.66 8613 15494.78 48.908
"1415" "2013-09-17" 2365.36 8596.95 15529.73 49.025
"1416" "2013-09-18" 2363.78 8636.06 15676.94 50.024
"1417" "2013-09-19" 2410.92 8694.18 15636.55 49.888
"1418" "2013-09-20" 2408.16 8675.73 15451.09 49.568
"1419" "2013-09-23" 2388.66 8635.29 15401.38 49.451
"1420" "2013-09-24" 2393.06 8664.6 15334.59 49.352
"1421" "2013-09-25" 2407.12 8665.63 15273.26 49.27
"1422" "2013-09-26" 2435.83 8664.1 15328.3 49.442
"1423" "2013-09-27" 2422.46 8661.51 15258.24 49.233
"1424" "2013-09-30" 2391.53 8594.4 15129.67 48.89
"1425" "2013-10-01" 2413.17 8689.14 15191.7 49.289
"1426" "2013-10-02" 2412.37 8629.42 15133.14 49.27
"1427" "2013-10-03" 2420.17 8597.91 14996.48 48.927
"1428" "2013-10-04" 2394.59 8622.97 15072.58 49.187
"1429" "2013-10-07" 2380.18 8591.58 14936.24 48.772
"1430" "2013-10-08" 2373.23 8555.89 14776.53 48.282
"1431" "2013-10-09" 2384.3 8516.69 14802.98 48.365
"1432" "2013-10-10" 2468.7 8685.77 15126.07 49.352
"1433" "2013-10-11" 2489.64 8724.83 15237.11 49.651
"1434" "2013-10-14" 2498.77 8723.81 15301.26 49.806
"1435" "2013-10-15" 2490.34 8804.44 15168.01 49.542
"1436" "2013-10-16" 2505.2 8846 15373.83 50.04
"1437" "2013-10-17" 2474.92 8811.98 15371.65 50.521
"1438" "2013-10-18" 2485.13 8865.1 15399.65 50.803
"1439" "2013-10-21" 2554.61 8867.22 15392.2 50.838
"1440" "2013-10-22" 2544.45 8947.46 15467.66 51.22
"1441" "2013-10-23" 2523.32 8919.86 15413.33 50.829
"1442" "2013-10-24" 2551.43 8980.63 15509.21 51.02
"1443" "2013-10-25" 2537.62 8985.74 15570.28 51.074
"1444" "2013-10-28" 2557.77 8978.65 15568.93 51.112
"1445" "2013-10-29" 2574.6 9022.04 15680.35 51.291
"1446" "2013-10-30" 2553.51 9010.27 15618.76 51.102
"1447" "2013-10-31" 2528.97 9033.92 15545.75 50.82
"1449" "2013-11-04" 2548.15 9037.23 15639.12 51.047
"1450" "2013-11-05" 2521.41 9009.11 15618.22 50.721
"1451" "2013-11-06" 2546.67 9040.87 15746.88 50.993
"1452" "2013-11-07" 2527.66 9081.03 15593.98 50.223
"1453" "2013-11-08" 2509.11 9078.28 15761.78 50.721
"1455" "2013-11-12" 2503.6 9076.48 15750.67 50.594
"1456" "2013-11-13" 2468.82 9054.83 15821.63 50.902
"1457" "2013-11-14" 2499.23 9149.66 15876.22 51.157
"1458" "2013-11-15" 2547.01 9168.69 15961.7 51.527
"1459" "2013-11-18" 2622.25 9225.43 15976.02 51.474
"1460" "2013-11-19" 2600.66 9193.29 15967.03 51.338
"1461" "2013-11-20" 2594.99 9202.07 15900.82 51.02
"1462" "2013-11-21" 2581.98 9196.08 16009.99 51.355
"1463" "2013-11-22" 2590.48 9219.04 16064.77 51.583
"1464" "2013-11-25" 2615.22 9299.95 16072.54 51.429
"1465" "2013-11-26" 2573.49 9290.07 16072.8 51.373
"1466" "2013-11-27" 2590.3 9351.13 16097.33 51.518
"1468" "2013-11-29" 2584.68 9405.3 16086.41 51.609
"1469" "2013-12-02" 2535.69 9401.96 16008.77 51.31
"1470" "2013-12-03" 2507.92 9223.4 15914.62 51.057
"1471" "2013-12-04" 2497.76 9140.63 15889.77 50.911
"1472" "2013-12-05" 2478.1 9084.95 15821.51 50.676
"1473" "2013-12-06" 2479.16 9172.41 16020.2 51.274
"1474" "2013-12-09" 2478.77 9195.17 16025.53 51.355
"1475" "2013-12-10" 2474.62 9114.44 15973.13 51.257
"1476" "2013-12-11" 2470.2 9077.11 15843.53 50.666
"1477" "2013-12-12" 2440.61 9017 15739.43 50.313
"1478" "2013-12-13" 2429.67 9006.46 15755.36 50.295
"1479" "2013-12-16" 2433.47 9163.56 15884.57 50.695
"1480" "2013-12-17" 2392.26 9085.12 15875.26 50.494
"1481" "2013-12-18" 2398.49 9181.75 16167.97 51.316
"1482" "2013-12-19" 2378.23 9335.74 16179.08 51.252
"1483" "2013-12-20" 2408.84 9400.18 16221.14 51.481
"1484" "2013-12-23" 2414.19 9488.82 16294.61 51.819
"1487" "2013-12-27" 2404.35 9589.39 16478.41 52.357
"1488" "2013-12-30" 2400.98 9552.16 16504.29 52.459
"1490" "2014-01-02" 2430.72 9400.04 16441.35 51.929
"1491" "2014-01-03" 2405.22 9435.15 16469.99 51.9
"1493" "2014-01-07" 2349.6 9506.2 16530.94 52.011
"1494" "2014-01-08" 2363.38 9497.84 16462.74 51.992
"1495" "2014-01-09" 2325.54 9421.61 16444.76 51.948
"1496" "2014-01-10" 2327.89 9473.24 16437.05 52.284
"1497" "2014-01-13" 2363.88 9510.17 16257.94 51.782
"1498" "2014-01-14" 2377.55 9540.51 16373.86 52.239
"1499" "2014-01-15" 2396.68 9733.81 16481.94 52.459
"1500" "2014-01-16" 2401.87 9717.71 16417.01 52.413
"1501" "2014-01-17" 2376.28 9742.96 16458.56 52.23
"1503" "2014-01-21" 2411.26 9730.12 16414.44 52.366
"1504" "2014-01-22" 2432.78 9720.11 16373.34 52.439
"1505" "2014-01-23" 2406.37 9631.04 16197.35 51.973
"1506" "2014-01-24" 2347.44 9392.02 15879.11 50.739
"1507" "2014-01-27" 2318.06 9349.22 15837.88 50.475
"1508" "2014-01-28" 2333.83 9406.91 15928.56 50.849
"1509" "2014-01-29" 2313.34 9336.73 15738.79 50.31
"1510" "2014-01-30" 2335.89 9373.48 15848.61 50.721
"1511" "2014-01-31" 2355.89 9306.48 15698.85 50.237
"1512" "2014-02-03" 2369.57 9186.52 15372.8 49.168
"1513" "2014-02-04" 2353.8 9127.91 15445.24 49.634
"1514" "2014-02-05" 2359 9116.32 15440.23 49.596
"1515" "2014-02-06" 2419.47 9256.58 15628.53 50.42
"1516" "2014-02-07" 2420.94 9301.92 15794.08 51.005
"1517" "2014-02-10" 2411.36 9289.86 15801.79 50.941
"1518" "2014-02-11" 2443.71 9478.77 15994.77 51.636
"1519" "2014-02-12" 2482.58 9540 15963.94 51.718
"1520" "2014-02-13" 2489.67 9596.77 16027.59 51.938
"1521" "2014-02-14" 2482.75 9662.4 16154.39 52.148
"1523" "2014-02-18" 2470.87 9659.78 16130.4 52.349
"1524" "2014-02-19" 2486.13 9660.05 16040.56 52.029
"1525" "2014-02-20" 2462.84 9618.85 16133.23 52.266
"1526" "2014-02-21" 2487.72 9656.95 16103.3 52.303
"1527" "2014-02-24" 2526.9 9708.94 16207.14 52.669
"1528" "2014-02-25" 2507.06 9699.35 16179.66 52.512
"1529" "2014-02-26" 2478.38 9661.73 16198.41 52.449
"1530" "2014-02-27" 2467.9 9588.33 16272.65 52.742
"1531" "2014-02-28" 2518.53 9692.08 16321.71 52.851
"1532" "2014-03-03" 2389.89 9358.89 16168.03 52.129
"1533" "2014-03-04" 2442.92 9589.15 16395.88 52.998
"1534" "2014-03-05" 2445.41 9542.02 16360.18 52.953
"1535" "2014-03-06" 2460.03 9542.87 16421.89 53.299
"1536" "2014-03-07" 2435.15 9350.75 16452.72 53.118
"1537" "2014-03-10" 2396.97 9265.5 16418.68 52.934
"1538" "2014-03-11" 2401.03 9307.79 16351.25 52.641
"1539" "2014-03-12" 2369.49 9188.69 16340.08 52.568
"1540" "2014-03-13" 2339.37 9017.79 16108.89 51.827
"1541" "2014-03-14" 2341.98 9056.41 16065.67 51.662
"1542" "2014-03-17" 2394.84 9180.89 16247.22 52.239
"1543" "2014-03-18" 2379.45 9242.55 16336.19 52.587
"1544" "2014-03-19" 2360.77 9277.05 16222.17 52.092
"1545" "2014-03-20" 2374.37 9296.12 16331.05 52.211
"1546" "2014-03-21" 2365.96 9342.94 16302.77 52.092
"1547" "2014-03-24" 2361.78 9188.77 16276.69 52.029
"1548" "2014-03-25" 2401.61 9338.4 16367.88 52.43
"1549" "2014-03-26" 2424.59 9448.58 16268.99 52.256
"1550" "2014-03-27" 2421.79 9451.21 16264.23 52.403
"1551" "2014-03-28" 2433.74 9587.19 16323.06 52.769
"1552" "2014-03-31" 2462.47 9555.91 16457.66 53.152
"1553" "2014-04-01" 2462.77 9603.71 16532.61 53.538
"1554" "2014-04-02" 2473.45 9623.36 16573 53.665
"1555" "2014-04-03" 2449.49 9628.82 16572.55 53.555
"1556" "2014-04-04" 2471.5 9695.77 16420.81 53.162
"1557" "2014-04-07" 2453.35 9510.85 16245.87 52.788
"1558" "2014-04-08" 2465.54 9490.79 16256.14 52.97
"1559" "2014-04-09" 2461.76 9506.35 16437.18 53.574
"1560" "2014-04-10" 2470.81 9454.54 16170.22 52.55
"1561" "2014-04-11" 2464.12 9315.29 16052.12 52.148
"1562" "2014-04-14" 2440.65 9339.17 16173.24 52.504
"1563" "2014-04-15" 2407.32 9173.71 16262.56 52.495
"1564" "2014-04-16" 2395.55 9317.82 16424.85 53.133
"1565" "2014-04-17" 2433.91 9409.71 16408.54 53.294
"1567" "2014-04-22" 2459.3 9600.09 16514.37 53.618
"1568" "2014-04-23" 2453.48 9544.19 16501.65 53.464
"1569" "2014-04-24" 2447.34 9548.68 16501.65 53.5
"1570" "2014-04-25" 2429.8 9401.55 16371.9 53.109
"1571" "2014-04-28" 2438.23 9446.36 16448.74 53.264
"1572" "2014-04-29" 2451.35 9584.12 16535.37 53.611
"1573" "2014-04-30" 2439.09 9603.23 16580.84 53.783
"1575" "2014-05-02" 2432.06 9556.02 16509.1 53.729
"1576" "2014-05-05" 2405.87 9529.5 16530.55 53.729
