Wyniki estymacji parametrow modelu z indywidualnymi efektami losowymi (w tym V(b^))
"";"OcenaParametru";"BladOceny";"|ocena/blad|";"Pr(>|t_emp|)  ";"(Intercept)";"X_2Przecietne miesieczne wynagrodzenia brutto";"X_2Mieszkania oddane do użytkowania przeznaczone na sprzedaz lub wynajem";"X_2Gestosc zaludnienia powierzchni zabudowanej i zurbanizowanej (osoby/km2)";"X_2Produkt krajowy brutto na 10 mieszkancow wojewodztwa";"X_2trend"
"(Intercept)";1,58371031724987;0,345117164687711;4,58890625936536;7,51920696817066e-06;0,119105857362085;-0,0174536198254843;-0,00095912856717784;-0,0679787366954558;-0,0131219493757831;-0,000683508045220901
"X_2Przecietne miesieczne wynagrodzenia brutto";0,400239078285988;0,134672249224698;2,97194916243062;0,00329136926732548;-0,0174536198254843;0,0181366147112392;0,00016312699602747;0,00547689048369536;-0,00316794223394304;-0,00117630783133346
"X_2Mieszkania oddane do użytkowania przeznaczone na sprzedaz lub wynajem";0,0277125004188233;0,0116422116265403;2,38034673374673;0,0181575819240787;-0,00095912856717784;0,00016312699602747;0,000135541091557149;0,000885543396721521;-0,000204173315308671;-2,0713520229488e-06
"X_2Gestosc zaludnienia powierzchni zabudowanej i zurbanizowanej (osoby/km2)";-0,653885608640257;0,244474357908839;2,67465927401712;0,00804761283733045;-0,0679787366954558;0,00547689048369536;0,000885543396721521;0,0597677116749391;0,00333365802134618;-0,000115193869010306
"X_2Produkt krajowy brutto na 10 mieszkancow wojewodztwa";-0,556957497795107;0,128568415938664;4,33199315499705;2,25473510416189e-05;-0,0131219493757831;-0,00316794223394304;-0,000204173315308671;0,00333365802134618;0,0165298375769773;-0,00126419621932893
"X_2trend";0,0505800911520462;0,0240064190618878;2,10694027383477;0,0362660108135995;-0,000683508045220901;-0,00117630783133346;-2,0713520229488e-06;-0,000115193869010306;-0,00126419621932893;0,00057630815617497
 
Wariancje skladnika losowego(z modelu FE) =s2_v (idios) i efektu indywidualnego=s2_alfa (id)
"s2_v_FE"
0,00278981771028773
"s2_alfa"
0,0049244306281527
teta= 1 - (s2_v/(s2_v + T*s2_alfa))^0.5 
"theta.id";"theta.time";"theta.total"
0,802788649011354;0,951062188855721;0,801401769517687
